拉萨,2012-01-02,54,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-03,28,--,Ⅰ,优	
拉萨,2012-01-04,23,--,Ⅰ,优	
拉萨,2012-01-05,20,--,Ⅰ,优	
拉萨,2012-01-06,26,--,Ⅰ,优	
拉萨,2012-01-07,39,--,Ⅰ,优	
拉萨,2012-01-08,41,--,Ⅰ,优	
拉萨,2012-01-09,50,--,Ⅰ,优	
拉萨,2012-01-10,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-11,39,--,Ⅰ,优	
拉萨,2012-01-12,31,--,Ⅰ,优	
拉萨,2012-01-13,36,--,Ⅰ,优	
拉萨,2012-01-14,30,--,Ⅰ,优	
拉萨,2012-01-15,24,--,Ⅰ,优	
拉萨,2012-01-16,50,--,Ⅰ,优	
拉萨,2012-01-17,60,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-18,59,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-19,54,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-20,63,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-21,44,--,Ⅰ,优	
拉萨,2012-01-22,45,--,Ⅰ,优	
拉萨,2012-01-23,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-24,42,--,Ⅰ,优	
拉萨,2012-01-25,31,--,Ⅰ,优	
拉萨,2012-01-26,60,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-27,56,可吸入颗粒物,Ⅱ,良	
拉萨,2012-01-28,38,--,Ⅰ,优	
拉萨,2012-01-29,37,--,Ⅰ,优	
拉萨,2012-01-30,35,--,Ⅰ,优	
拉萨,2012-01-31,41,--,Ⅰ,优	
拉萨,2012-02-01,45,--,Ⅰ,优	
拉萨,2012-02-02,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-03,26,--,Ⅰ,优	
拉萨,2012-02-04,34,--,Ⅰ,优	
拉萨,2012-02-05,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-06,48,--,Ⅰ,优	
拉萨,2012-02-07,68,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-08,48,--,Ⅰ,优	
拉萨,2012-02-09,108,可吸入颗粒物,Ⅲ1,轻微污染	
拉萨,2012-02-10,81,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-11,35,--,Ⅰ,优	
拉萨,2012-02-12,40,--,Ⅰ,优	
拉萨,2012-02-13,28,--,Ⅰ,优	
拉萨,2012-02-14,57,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-15,46,--,Ⅰ,优	
拉萨,2012-02-16,48,--,Ⅰ,优	
拉萨,2012-02-17,39,--,Ⅰ,优	
拉萨,2012-02-18,46,--,Ⅰ,优	
拉萨,2012-02-19,30,--,Ⅰ,优	
拉萨,2012-02-20,32,--,Ⅰ,优	
拉萨,2012-02-21,60,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-22,79,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-23,38,--,Ⅰ,优	
拉萨,2012-02-24,45,--,Ⅰ,优	
拉萨,2012-02-25,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-26,42,--,Ⅰ,优	
拉萨,2012-02-27,47,--,Ⅰ,优	
拉萨,2012-02-28,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-02-29,59,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-01,35,--,Ⅰ,优	
拉萨,2012-03-02,69,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-03,55,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-04,39,--,Ⅰ,优	
拉萨,2012-03-05,48,--,Ⅰ,优	
拉萨,2012-03-06,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-07,55,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-08,55,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-09,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-10,62,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-11,66,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-12,45,--,Ⅰ,优	
拉萨,2012-03-13,42,--,Ⅰ,优	
拉萨,2012-03-14,93,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-15,62,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-16,56,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-17,29,--,Ⅰ,优	
拉萨,2012-03-18,42,--,Ⅰ,优	
拉萨,2012-03-19,48,--,Ⅰ,优	
拉萨,2012-03-20,45,--,Ⅰ,优	
拉萨,2012-03-21,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-22,61,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-23,65,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-24,45,--,Ⅰ,优	
拉萨,2012-03-25,43,--,Ⅰ,优	
拉萨,2012-03-26,43,--,Ⅰ,优	
拉萨,2012-03-27,59,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-28,40,--,Ⅰ,优	
拉萨,2012-03-29,61,可吸入颗粒物,Ⅱ,良	
拉萨,2012-03-30,46,--,Ⅰ,优	
拉萨,2012-03-31,44,--,Ⅰ,优	
拉萨,2012-04-01,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-04-02,43,--,Ⅰ,优	
拉萨,2012-04-03,61,可吸入颗粒物,Ⅱ,良	
拉萨,2012-04-04,57,可吸入颗粒物,Ⅱ,良	
拉萨,2012-04-05,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-04-06,40,--,Ⅰ,优	
拉萨,2012-04-07,31,--,Ⅰ,优	
拉萨,2012-04-08,35,--,Ⅰ,优	
拉萨,2012-04-09,24,--,Ⅰ,优	
拉萨,2012-04-10,46,--,Ⅰ,优	
拉萨,2012-04-11,40,--,Ⅰ,优	
拉萨,2012-04-12,41,--,Ⅰ,优	
拉萨,2012-04-13,56,可吸入颗粒物,Ⅱ,良	
拉萨,2012-04-14,39,--,Ⅰ,优	
拉萨,2012-04-15,47,--,Ⅰ,优	
拉萨,2012-04-16,39,--,Ⅰ,优	
拉萨,2012-04-17,45,--,Ⅰ,优	
拉萨,2012-04-18,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-04-19,48,--,Ⅰ,优	
拉萨,2012-04-20,36,--,Ⅰ,优	
拉萨,2012-04-21,37,--,Ⅰ,优	
拉萨,2012-04-22,39,--,Ⅰ,优	
拉萨,2012-04-23,31,--,Ⅰ,优	
拉萨,2012-04-24,52,可吸入颗粒物,Ⅱ,良	
拉萨,2012-04-25,37,--,Ⅰ,优	
拉萨,2012-04-26,30,--,Ⅰ,优	
拉萨,2012-04-27,34,--,Ⅰ,优	
拉萨,2012-04-28,36,--,Ⅰ,优	
拉萨,2012-04-29,28,--,Ⅰ,优	
拉萨,2012-04-30,31,--,Ⅰ,优	
拉萨,2012-05-01,44,--,Ⅰ,优	
拉萨,2012-05-02,48,--,Ⅰ,优	
拉萨,2012-05-03,58,可吸入颗粒物,Ⅱ,良	
拉萨,2012-05-04,49,--,Ⅰ,优	
拉萨,2012-05-05,30,--,Ⅰ,优	
拉萨,2012-05-06,28,--,Ⅰ,优	
拉萨,2012-05-07,40,--,Ⅰ,优	
拉萨,2012-05-08,38,--,Ⅰ,优	
拉萨,2012-05-09,36,--,Ⅰ,优	
拉萨,2012-05-10,49,--,Ⅰ,优	
拉萨,2012-05-11,28,--,Ⅰ,优	
拉萨,2012-05-12,33,--,Ⅰ,优	
拉萨,2012-05-13,50,--,Ⅰ,优	
拉萨,2012-05-14,49,--,Ⅰ,优	
拉萨,2012-05-15,42,--,Ⅰ,优	
拉萨,2012-05-16,44,--,Ⅰ,优	
拉萨,2012-05-17,47,--,Ⅰ,优	
拉萨,2012-05-18,47,--,Ⅰ,优	
拉萨,2012-05-19,44,--,Ⅰ,优	
拉萨,2012-05-20,40,--,Ⅰ,优	
拉萨,2012-05-21,40,--,Ⅰ,优	
拉萨,2012-05-22,46,--,Ⅰ,优	
拉萨,2012-05-23,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-05-24,48,--,Ⅰ,优	
拉萨,2012-05-25,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-05-26,50,--,Ⅰ,优	
拉萨,2012-05-27,50,--,Ⅰ,优	
拉萨,2012-05-28,48,--,Ⅰ,优	
拉萨,2012-05-29,52,可吸入颗粒物,Ⅱ,良	
拉萨,2012-05-30,50,--,Ⅰ,优	
拉萨,2012-05-31,55,可吸入颗粒物,Ⅱ,良	
拉萨,2012-06-01,48,--,Ⅰ,优	
拉萨,2012-06-02,34,--,Ⅰ,优	
拉萨,2012-06-03,42,--,Ⅰ,优	
拉萨,2012-06-04,34,--,Ⅰ,优	
拉萨,2012-06-05,41,--,Ⅰ,优	
拉萨,2012-06-06,36,--,Ⅰ,优	
拉萨,2012-06-07,28,--,Ⅰ,优	
拉萨,2012-06-08,37,--,Ⅰ,优	
拉萨,2012-06-09,42,--,Ⅰ,优	
拉萨,2012-06-10,41,--,Ⅰ,优	
拉萨,2012-06-11,42,--,Ⅰ,优	
拉萨,2012-06-12,36,--,Ⅰ,优	
拉萨,2012-06-13,40,--,Ⅰ,优	
拉萨,2012-06-14,54,可吸入颗粒物,Ⅱ,良	
拉萨,2012-06-15,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-06-16,52,可吸入颗粒物,Ⅱ,良	
拉萨,2012-06-17,43,--,Ⅰ,优	
拉萨,2012-06-18,34,--,Ⅰ,优	
拉萨,2012-06-19,28,--,Ⅰ,优	
拉萨,2012-06-20,37,--,Ⅰ,优	
拉萨,2012-06-21,27,--,Ⅰ,优	
拉萨,2012-06-22,26,--,Ⅰ,优	
拉萨,2012-06-23,22,--,Ⅰ,优	
拉萨,2012-06-24,28,--,Ⅰ,优	
拉萨,2012-06-25,24,--,Ⅰ,优	
拉萨,2012-06-26,24,--,Ⅰ,优	
拉萨,2012-06-27,38,--,Ⅰ,优	
拉萨,2012-06-28,40,--,Ⅰ,优	
拉萨,2012-06-29,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-06-30,32,--,Ⅰ,优	
拉萨,2012-07-01,36,--,Ⅰ,优	
拉萨,2012-07-02,44,--,Ⅰ,优	
拉萨,2012-07-03,25,--,Ⅰ,优	
拉萨,2012-07-04,27,--,Ⅰ,优	
拉萨,2012-07-05,28,--,Ⅰ,优	
拉萨,2012-07-06,22,--,Ⅰ,优	
拉萨,2012-07-07,28,--,Ⅰ,优	
拉萨,2012-07-08,32,--,Ⅰ,优	
拉萨,2012-07-09,30,--,Ⅰ,优	
拉萨,2012-07-10,33,--,Ⅰ,优	
拉萨,2012-07-11,36,--,Ⅰ,优	
拉萨,2012-07-12,29,--,Ⅰ,优	
拉萨,2012-07-13,31,--,Ⅰ,优	
拉萨,2012-07-14,30,--,Ⅰ,优	
拉萨,2012-07-15,24,--,Ⅰ,优	
拉萨,2012-07-16,29,--,Ⅰ,优	
拉萨,2012-07-17,25,--,Ⅰ,优	
拉萨,2012-07-18,44,--,Ⅰ,优	
拉萨,2012-07-19,28,--,Ⅰ,优	
拉萨,2012-07-20,27,--,Ⅰ,优	
拉萨,2012-07-21,34,--,Ⅰ,优	
拉萨,2012-07-22,40,--,Ⅰ,优	
拉萨,2012-07-23,34,--,Ⅰ,优	
拉萨,2012-07-24,35,--,Ⅰ,优	
拉萨,2012-07-25,36,--,Ⅰ,优	
拉萨,2012-07-26,28,--,Ⅰ,优	
拉萨,2012-07-26,28,--,Ⅰ,优	
拉萨,2012-07-27,39,--,Ⅰ,优	
拉萨,2012-07-28,28,--,Ⅰ,优	
拉萨,2012-07-29,40,--,Ⅰ,优	
拉萨,2012-07-30,34,--,Ⅰ,优	
拉萨,2012-07-31,42,--,Ⅰ,优	
拉萨,2012-08-01,36,--,Ⅰ,优	
拉萨,2012-08-02,38,--,Ⅰ,优	
拉萨,2012-08-03,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-08-04,36,--,Ⅰ,优	
拉萨,2012-08-05,20,--,Ⅰ,优	
拉萨,2012-08-06,38,--,Ⅰ,优	
拉萨,2012-08-07,39,--,Ⅰ,优	
拉萨,2012-08-08,29,--,Ⅰ,优	
拉萨,2012-08-09,38,--,Ⅰ,优	
拉萨,2012-08-10,46,--,Ⅰ,优	
拉萨,2012-08-11,32,--,Ⅰ,优	
拉萨,2012-08-12,33,--,Ⅰ,优	
拉萨,2012-08-13,36,--,Ⅰ,优	
拉萨,2012-08-14,40,--,Ⅰ,优	
拉萨,2012-08-15,36,--,Ⅰ,优	
拉萨,2012-08-16,47,--,Ⅰ,优	
拉萨,2012-08-17,37,--,Ⅰ,优	
拉萨,2012-08-18,30,--,Ⅰ,优	
拉萨,2012-08-19,27,--,Ⅰ,优	
拉萨,2012-08-20,30,--,Ⅰ,优	
拉萨,2012-08-21,23,--,Ⅰ,优	
拉萨,2012-08-22,31,--,Ⅰ,优	
拉萨,2012-08-23,26,--,Ⅰ,优	
拉萨,2012-08-24,34,--,Ⅰ,优	
拉萨,2012-08-25,46,--,Ⅰ,优	
拉萨,2012-08-26,46,--,Ⅰ,优	
拉萨,2012-08-27,42,--,Ⅰ,优	
拉萨,2012-08-28,44,--,Ⅰ,优	
拉萨,2012-08-29,32,--,Ⅰ,优	
拉萨,2012-08-30,32,--,Ⅰ,优	
拉萨,2012-08-31,38,--,Ⅰ,优	
拉萨,2012-09-01,23,--,Ⅰ,优	
拉萨,2012-09-02,33,--,Ⅰ,优	
拉萨,2012-09-03,36,--,Ⅰ,优	
拉萨,2012-09-04,46,--,Ⅰ,优	
拉萨,2012-09-05,40,--,Ⅰ,优	
拉萨,2012-09-06,47,--,Ⅰ,优	
拉萨,2012-09-07,44,--,Ⅰ,优	
拉萨,2012-09-08,44,--,Ⅰ,优	
拉萨,2012-09-09,34,--,Ⅰ,优	
拉萨,2012-09-10,36,--,Ⅰ,优	
拉萨,2012-09-11,40,--,Ⅰ,优	
拉萨,2012-09-12,34,--,Ⅰ,优	
拉萨,2012-09-13,40,--,Ⅰ,优	
拉萨,2012-09-14,32,--,Ⅰ,优	
拉萨,2012-09-15,20,--,Ⅰ,优	
拉萨,2012-09-16,29,--,Ⅰ,优	
拉萨,2012-09-17,23,--,Ⅰ,优	
拉萨,2012-09-18,24,--,Ⅰ,优	
拉萨,2012-09-19,27,--,Ⅰ,优	
拉萨,2012-09-20,39,--,Ⅰ,优	
拉萨,2012-09-21,43,--,Ⅰ,优	
拉萨,2012-09-22,26,--,Ⅰ,优	
拉萨,2012-09-23,33,--,Ⅰ,优	
拉萨,2012-09-24,34,--,Ⅰ,优	
拉萨,2012-09-25,36,--,Ⅰ,优	
拉萨,2012-09-26,40,--,Ⅰ,优	
拉萨,2012-09-27,58,可吸入颗粒物,Ⅱ,良	
拉萨,2012-09-28,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-09-29,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-09-30,52,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-01,42,--,Ⅰ,优	
拉萨,2012-10-02,44,--,Ⅰ,优	
拉萨,2012-10-03,42,--,Ⅰ,优	
拉萨,2012-10-04,43,--,Ⅰ,优	
拉萨,2012-10-05,43,--,Ⅰ,优	
拉萨,2012-10-06,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-07,48,--,Ⅰ,优	
拉萨,2012-10-08,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-09,48,--,Ⅰ,优	
拉萨,2012-10-10,50,--,Ⅰ,优	
拉萨,2012-10-11,40,--,Ⅰ,优	
拉萨,2012-10-12,42,--,Ⅰ,优	
拉萨,2012-10-13,34,--,Ⅰ,优	
拉萨,2012-10-14,46,--,Ⅰ,优	
拉萨,2012-10-15,53,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-16,42,--,Ⅰ,优	
拉萨,2012-10-17,45,--,Ⅰ,优	
拉萨,2012-10-18,49,--,Ⅰ,优	
拉萨,2012-10-19,56,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-20,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-21,52,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-22,54,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-23,54,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-24,55,可吸入颗粒物,Ⅱ,良	
拉萨,2012-10-25,50,--,Ⅰ,优	
拉萨,2012-10-26,45,--,Ⅰ,优	
拉萨,2012-10-27,44,--,Ⅰ,优	
拉萨,2012-10-28,48,--,Ⅰ,优	
拉萨,2012-10-29,50,--,Ⅰ,优	
拉萨,2012-10-30,44,--,Ⅰ,优	
拉萨,2012-10-31,52,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-01,51,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-02,57,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-03,45,--,Ⅰ,优	
拉萨,2012-11-04,55,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-05,54,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-06,62,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-07,70,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-08,68,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-09,55,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-10,49,--,Ⅰ,优	
拉萨,2012-11-11,61,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-12,67,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-13,57,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-14,58,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-15,62,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-16,72,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-17,54,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-18,77,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-19,78,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-20,67,可吸入颗粒物,Ⅱ,良	
拉萨,2012-11-21,65,可吸入颗粒物,Ⅱ,良	
