city,date,aqi,pollution,level,cond
克拉玛依,2012-01-02,61,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-03,57,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-04,54,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-05,60,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-06,82,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-07,86,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-08,81,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-09,77,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-10,72,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-11,72,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-12,69,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-13,91,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-14,91,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-15,97,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-16,85,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-17,92,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-18,71,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-19,44,--,Ⅰ,优	
克拉玛依,2012-01-20,47,--,Ⅰ,优	
克拉玛依,2012-01-21,54,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-22,62,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-23,70,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-24,60,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-25,75,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-26,79,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-27,67,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-28,53,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-29,60,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-30,62,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-01-31,58,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-01,46,--,Ⅰ,优	
克拉玛依,2012-02-02,51,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-03,58,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-04,82,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-05,60,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-06,47,--,Ⅰ,优	
克拉玛依,2012-02-07,38,--,Ⅰ,优	
克拉玛依,2012-02-08,51,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-09,59,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-10,63,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-11,63,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-12,68,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-13,64,可吸入颗粒物,Ⅱ,良	
克拉玛依,2012-02-14,61,可吸入颗粒物,Ⅱ,良	
